lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56
2390	Custom input?	Anpassat input	¿Entrada cliente?	¿Entrada personalizada?	Benutzerdefinierte eingabe?	Gebruikers input?	קלט בהתאמה אישית?	Entrée personnalisée?			自定义输入？	自定義的輸入？	Пользовательский ввод?	Օգտվողի  մուտք		Masukan custom?	Προσαρμοσμένη είσοδος;			Entrada Personalizada?		مدخل مخصص؟		Özel Giriş?	Indywidualne wprowadzanie		Input personalizzato?	कस्टम इनपुट?	Intrare personalizata?	Tuỳ chỉnh đầu vào?		Hyrja e Adaptuar?	Uživatelský vstup ?	Користувальницький ввід?			ورودی سفارشی؟			カスタムインプット	Muokattu syöte?						सानुकूल इनपुट?			कस्टम इनपुट?						dummy
2391	Custom Order																			Pedido personalizado																	سفارش سفارشی																			dummy
2392	Custom Report																																																							dummy
2393	Custom Statement message					Aangepast Statement bericht														Mensagem de Declaração Personalizada									Mesaj personalizat								پیام بیانیه سفارشی																			dummy
2394	Custom Sub Group																			Subgrupo Personalizado																	گروه فرعی سفارشی																			dummy
2395	Custom Table	Anpassad tabell	Tabla Cliente	Tabla personalizada	Benutzerdefinierte Tabelle	Gebruikers tabel	טבלה מותאמת אישית	Table personnalisée			自定义表	自定義表	Пользовательская таблица	Օգտվողի  աղյուսակ		Tabel Custom	Προσαρμοσμένος Πίνακας			Tabela Personalizada		جدول مخصص		Özel Tablo	Indywidualna Tabela		Tabella personalizzazione	कस्टम तालिका	Tabel personalizat	Tuỳ chỉnh Bảng		Tabela e Adaptuar	Uživatelská tabulka	Користувальницька таблиця			جدول سفارشی			カスタムテーブル	Muokattu taulu						सानुकूल टेबल			कस्टम तालिका						dummy
2396	Custom text for Flow Board postcards. After changing text, print samples before printing mass quantities!					Aangepaste tekst voor briefkaarten van Flow Board. Na het wijzigen van de tekst drukt  een voorbeeld af, voordat u grote hoeveelheden afdrukt!														Texto personalizado para cartões postais do Flow Board. Depois de alterar o texto, imprima as mostras antes de imprimir quantidades em massa!																	متن سفارشی برای کارت پستال Flow Board. پس از تغییر متن ، قبل از چاپ مقادیر انبوه ، نمونه چاپ کنید!																			dummy
2397	Custom Top Group																			Grupo Principal Personalizado																	گروه بالای سفارشی																			dummy
2398	Customize the Fee Sheet																Προσαρμογή Χρεωστικού Δελτίου			Personalize a Folha de Taxas																	سفارشی  کردن برگه هزینه																			dummy
2399	Customize the Transaction Form																Προσαρμογή Εντύπου Συναλλαγής			Personalize o formulário de transação																	فرم تراکنش را سفارشی کنید																			dummy
2400	CVV					CVV														CVV																	کد CVV																			dummy
2401	Cvx Code			Código CVX		CVX code	קוד CVX													Código Cvx									CVX Cod	Mã Cvx		Cvx Shifra					کد Cvx																			dummy
2402	CVX Code	CVX kod	Código CVX	Código CVX	CVX-Code	CVX code	קוד CVX	Code CVX			CVX编码	CVX代碼	Код CVX	CVX կոդ		Kode CVX	Κωδικός CVX			Código CVX		كود CVX		Aşı Kodu			Codice CVX	CVX कोड	CVX Cod	Mã CVX		Cvx Shifra	CVX Kód	Код вакцинації (CVX)			کد CVX				Rokotuskoodi						CVX कोड			CVX कोड						dummy
2403	CVX Code Mapping	CVX kod koppling	Mapa de Código CVX	Mapeo del código CVX	CVX-Code Mapping	CVX code mapping	מיפוי קוד CVX	Mappage code CVX			CVX编码绘图	CVX代碼繪圖	Отображение кода CVX	CVX կոդի ցուցադրում		Kode Pemetaan CVX	Χαρτογράφηση Κωδικού CVX			Mapeamento de Código CVX		تخطيط كود CVX		Aşı Kod Haritası			Codice mappa CVX	CVX कोड मैपिंग	CVX mapare cod	Ánh xạ Mã CVX		CVX Code Mapping	Mapování CVX kódu	Відображення коду вакцинації (CVX)			نقشه کد CVX				Rokotuskoodien kartoitus						CVX कोड मॅपिंग			CVX कोड मैपिंग						dummy
2404	CVX Immunization	CVX vaccination	Vacunación CVX	Vacunación CVX	CVX-Impfung	CVX Immunisatie	חיסון CVX	Immunisation CVX					Вакцинация CVX	CVX պատվաստում			Εμβολιασμός CVX	CVX Immunisation		Imunização CVX		تطعيم CVX		Aşı Bağışıklama			Immunizzazione CVX	CVX टीकाकरण	CVX imunizare	Chủng ngừa CVX		CVX Imunizimi	CVX imunizace	CVX вакцинація			ایمن سازی CVX				Rokotteet						CVX लसीकरण			CVX टीकाकरण						dummy
2405	CV{{Cardiovascular}}					CV											ΚΑ			CV {{Cardiovascular}}									CV{{Cardiovascular}}								CV {{قلب و عروق}}																			dummy
2406	Cycle		Ciclo	Ciclo	Zyklus	Cyclus	מחזור	Cycle			过期	週期	Цикл	Շրջան / ցիկլ		Siklus	Κύκλος		Ciclo	Período		دورة		Siklus	Cykl		Ciclo	चक्र	Ciclu	Chu kỳ		Cikel	cyklus	Цикл			چرخه				Sykli						सायकल			चक्र						dummy
2407	Cyclo 1%					Cyclo 1%														Cyiclo 1%									Cyclo 1%								سیکلو 1٪																			dummy
2408	CycloMydril					CycloMydrill														CycloMydril									CycloMydril								سیکلو میدریل																			dummy
2409	Cycloplegic (Wet) Refraction					Cycloplegisch (Natte) refractie														Refração cicloplégica (úmida)									Cycloplegic (Wet) Refraction								شکست سیکلوپلژیک (مرطوب)																			dummy
2410	Cyl{{Cylinder}}					Cyl{{Cylinder}}											Κυλ			Cyl{{Cilindro}}					Cyl{{Cylinder}}	Cyl{{Cylinder}}			Cyl{{Cylinder}}								سیلندر{{سیلندر}}																			dummy
2411	CYL{{Cylinder}}					Cyl{{Cylinder}}											ΚΥΛ			Cyl{{Cilindro}}					CYL{{Cylinder}}	CYL{{Cylinder}}			CYL{{Cylinder}}								سیلندر{{سیلندر}}																			dummy
2412	CYP	CYP	CYP	CYP	CYP	CYP	CYP				色素	色素	Цитохром P450	Ցիտոխրոմ P450		CYP	Έτη προστασίας ζευγαριού (ΕΠΖ)		CYP	CYP		سيتوكروم بي	CYP	CYP (Çocuklar ve Gençler)			CYP	CYP	CYP	CYP		CYP	CYP	Цитохром P450							Ehkäisyn suoja-aika						CYP			CYP						dummy
2413	CYP Factor	CYP Factor	Factor de CYP	Factor de CYP	CYP-Faktor	CYP-factor	מקדם CYP				色素因子	色素因素	Фактор цитохрома P450	Ցիտոխրոմ P451 գործոն		Faktor CYP	Παράγοντας ΕΠΖ		Fator CYP	Fator CYP		معامل سيتوكروم بي	CYP Factor	CYP faktörü ( Yıl başına konunan çift katsayısı)			Fattore CYP	CYP फैक्टर	CYP Factor	CYP tố		CYP Faktori	CYP faktor	Фактор цитохрому P450							Ehkäisyn suoja-ajan faktori						CYP फॅक्टर			CYP फैक्टर						dummy
2414	CYP Report	CYP Rapport	Informe de CYP	Informe de CYP	CYP-Bericht	CYP-verslag	דוח CYP				色素报告	色素報告	Сообщение о цитохроме P450	Ցիտոխրոմ P451 զեկույց		Laporan CYP	Αναφορά ΕΠΖ		Relatório CYP	Relatório CYP		تقرير سيتوكروم بي	CYP Rapport				Report CYP	CYP रिपोर्ट	CYP Report	CYP Báo cáo		CYP Raporti	CYP hlášení	Повідомлення про цитохром P450							Ehkäisyn suoja-ajan raportti						CYP अहवाल			CYP रिपोर्ट						dummy
2415	Czech	Tjeckisk	Checo	Checo	Tschechisch	Tsechisch	צ\'כית	Tchèque			捷克语		Чешский	Չեխերեն		Ceko	Τσεχικά			Tcheco		تشيكي		Çek	Czech	Czeski	Ceco	चेक देश	Czech	Czech		Çekisht	Český	Чеська			کشور چک			チェコ人	Tšekki						चेक			चेक देश						dummy
2416	D	D	D	D	D	D	D	D	D		D		D	D		D			D	D		د	D	D	D	D	D	डी	D	D		D	D	Дата			اتساع			D							डी			डी						dummy
2417	D&C	D & C	D&C	D&C	D&C	D&C	D&C	D&C	D&C		扩张宫颈及刮宫	子宮頸擴張與子宮內膜刮除術	Расширение и кюретаж			D&C	Φάρμακα και Καλλυντικά		D&C	D & C		التوسيع و التجريف	D & C	D&C	D&C		D&C	डी एंड सी	D&C	D & C		D&C	Dilatace a kyretáž	Розширення та кюретаж			اتساع و کورتاژ			拡張＆掻爬術							डी अँड सी			डी एंड सी						dummy
2418	D&E	D & E	D&E	D&E	D&E	D&E	D&E	D&E	D&E		发展和é	擴張與排除	D&E			D&E	Παρουσίαση και Αξιολόγηση		D&E	D & E		التوسيع و التفريغ	D & E	D&E			D&E	डी और ई	D&E	D & E		D&E	Dieta a cvičení	Дієта та фізичне навантаження			اتساع و تخلیه			拡張＆切除							D & E ची			डी और ई						dummy
2419	D&V Full OU{{Ductions and Versions full both eyes}}					D &amp; V Volledige OU{{Ductions and Versions volledig voor beide ogen}}														D&V Full OU{{Ductions e versões preenchem ambos os olhos}}									D&V Full OU{{Ductions and Versions full both eyes}}																											dummy
2420	D.O.B.	Födelsedatum	F.Nacim.	F.D.N.	Geb	Geb. datum	D.O.B.	D.D.N	D.O.B.		D.O.B.	出生日期	Дата рожд.	Ծննդյան  ամսաթիվ		D.O.B.	Ημ/νία Γέν.		D. Nasc.	Data Nascimento		تاريخ الولادة	Fødselsdag	Doğum Tarihi	Data ur.		D.di N.	D.O.B.	Data Nasterii	Ngày Sinh		D.E.L.	Datum narození	Дата нар.			تاریخ تولد			誕生日	Syntymäaika						D.O.B.			D.O.B.						dummy
2421	daily	dagligen	diariamente	diariamente	täglich	dagelijks	יומי	quotidien	quotidien	Daglig	每日	每天	ежедневно	առօրյա / ամեն օր		harian	ημερησίως		diariamente	diário		يومياَ	Daglig	günde	codziennie		Giornaliero	दैनिक	zilnic	hàng ngày		Ditore	denně	щоденно			روزانه			毎日	päivittäin						दररोज			दैनिक						dummy
2422	Daily Record	Daglig registrering	Registro Diario	Registro Diario	Tägliche Aufzeichnung	Dagelijks vastleggen	רשומה יומית	Relevé quotidien	Relevé quotidien		日志	每日紀錄	Ежедневная запись	օրական/ամենօրյա  գրանցում		Catatan Harian	Ημερήσια καταγραφή		Registo Diário	Registro diário		السجل اليومي	Daglig optegnelse	Günlük Kayıt	Codzienne notatki		registrazione giornaliera	डेली रिकॉर्ड	Inregistrare zilnica	Bản ghi Hàng ngày		Inqizim i Perditshem	Denní záznamy	Щоденний запис			ثبت روزانه			日誌							दैनिक नोंद			डेली रिकॉर्ड						dummy
